modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,speech,disgust,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3604,172973.0,-44.28839878591474,16700,-28.01749,141.73189,-812.9746,196.02158,6007.432654093424,2689.214008906506,1277.8081036136991,11460.746134571791,-1.4161741945890922,0.176404385135607,0.550701,0.2871864,0.010817631,1.0,-1.1554708487439935,-0.0329609002389432,-1.8973252e-06,0.006120386,-0.074920654,0.05429077,16.31194889566142,-1.1265281868202883
audio-only,speech,sad,normal,Dogs are sitting by the door,2nd,17,M,1,2,48000,2,3604,172973.0,,9571,-24.608135,143.26357,-766.0794,246.05612,4737.53536555162,2572.567366960528,744.7893846184029,11057.60840109022,-1.1712575271208194,-0.0360054495878436,0.53052557,0.29301476,0.012660745,1.0,-1.2011939928976292,0.0941651111478227,1.3403366e-06,0.011478535,-0.11392212,0.14041138,21.906846962462872,-0.1870946011790285
audio-only,song,calm,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,5205,249849.0,-39.502409203376885,9457,-25.632141,148.03156,-813.3139,205.73492,4230.028899479095,3181.592365988477,699.6922538486551,10776.027141156988,-1.5266346907047628,0.3212064430935626,0.4953404,0.33780867,0.0007491308,1.0,-1.4002940504636272,0.0534888939936008,-9.958408e-07,0.010614821,-0.07019043,0.042663574,3.9663285214850426,-0.9431156496671564
audio-only,song,calm,strong,Dogs are sitting by the door,1st,03,M,1,2,48000,2,4972,238639.0,-34.349805824450435,13901,-21.482847,120.974846,-740.32324,201.16823,3239.08022819405,1918.475337856467,1018.6119255724972,9284.613083988272,1.037869283475314,1.3528236857254194,0.4312327,0.32331058,0.0013989921,1.0,-1.141978458533346,0.400674862320201,4.648758e-06,0.019189965,-0.12814331,0.16860962,7.524265988007603,-0.2741946104275749
audio-only,speech,disgust,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3570,171371.0,-37.28343841923147,12067,-24.505068,137.29274,-710.6928,210.02036,5721.199587067828,2822.4731121307104,769.8703434000474,11090.444349779176,-1.2288978167988187,-0.3062208914283654,0.60816437,0.2819651,0.011072115,1.0,-0.9633518052034716,-0.3558916631830197,-2.5540091e-06,0.01367994,-0.15692139,0.18585205,40.36451480973668,0.4755089223960981
audio-only,speech,sad,normal,Dogs are sitting by the door,2nd,03,M,1,2,48000,2,3537,169770.0,,10778,-27.08717,148.93286,-849.8135,215.065,4700.382921774561,3157.297452001055,734.7375039284411,11749.86561326702,-1.1099932144621387,0.5660244549995567,0.57532644,0.31075773,0.003922773,1.0,-1.311492083134093,-0.1667279383853968,-8.734998e-06,0.0060077766,-0.06915283,0.059173584,17.02158653848492,-0.918110811606859
audio-only,speech,disgust,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4204,201802.0,-34.308411514311665,12238,-23.848162,128.5965,-683.4667,182.36105,5698.2587946251815,2644.522656889496,1054.0492587655435,11207.713452933916,-1.2480764026984144,-0.0180644283273507,0.6166456,0.30459616,0.00030438547,1.0,-0.926071322356402,-0.5248917924885871,-1.6135897e-05,0.019263037,-0.19171143,0.21173096,17.16381302669548,-0.1654563314598098
audio-only,speech,sad,strong,Kids are talking by the door,2nd,03,M,1,2,48000,2,3837,184184.0,,15008,-26.517796,118.6909,-673.3385,205.06064,5088.672705001538,2928.0457274860305,1006.6159138147405,10658.791784770572,-1.6326662520633697,0.1403491994993628,0.44761258,0.33652508,0.00026938997,1.0,-1.3248429416553211,0.2018399943414478,4.7548265e-06,0.027377116,-0.2166748,0.19091797,8.158322235383917,0.1251572463609953
audio-only,song,neutral,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4805,230630.0,-33.67160321358432,8468,-23.790915,132.33897,-740.31836,232.20789,4195.329809462908,3054.286043540685,709.247282874399,10591.60003371832,-1.5561763973379603,0.3449839592629801,0.48703033,0.34401146,0.0041695754,1.0,-1.4606668733704364,0.0691920937085401,-5.8274904e-06,0.020726854,-0.12908936,0.12063599,5.250593031987851,-0.6526638542565885
audio-only,song,calm,normal,Kids are talking by the door,1st,03,M,1,2,48000,2,4671,224224.0,,10763,-22.84474,125.48235,-742.63007,201.20798,3304.116788676741,1884.6473184749057,1048.7421821561152,9999.055798439207,-0.231799163403493,0.8206093976607369,0.43451625,0.32778105,0.00421149,1.0,-1.210377016294518,0.3594329087963523,-6.463127e-06,0.019517874,-0.13500977,0.140625,6.709212613256701,-0.2076119463942825
audio-only,song,neutral,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4438,213012.0,-34.63092711373966,16669,-26.99759,130.15746,-741.8383,204.76035,4718.266135468439,3242.6135877987185,1086.5172279692042,11306.323192618933,-1.565563800410225,0.3223090564334467,0.43645397,0.3246625,0.0020469157,1.0,-1.2149598731302222,0.3099964106281535,7.1920005e-07,0.018564014,-0.120147705,0.13406372,6.265059522040827,0.0037661138869256
audio-only,song,calm,normal,Kids are talking by the door,1st,,M,1,2,48000,2,5138,246646.0,,8185,-24.88536,144.21494,-782.3598,208.07986,4133.876473434716,3076.571164051272,688.0797060268642,11743.982705616589,-1.504308687571109,0.3345215252033582,0.5020797,0.3428676,0.00093355245,1.0,-1.4402108915875165,0.0069480012206329,5.2795707e-07,0.012664314,-0.082855225,0.08215332,5.622671296992097,-0.4506553998975304
audio-only,speech,disgust,strong,Kids are talking by the door,1st,03,M,1,2,48000,2,4104,196997.0,-42.2123243667956,19556,-26.382404,136.00562,-822.3891,194.10336,5387.34193320871,2318.6225220604897,1410.0680689448827,10598.857677975764,-0.8376109542487988,0.4255755105439305,0.5358823,0.27762452,0.01986836,1.0,-1.0691754032426202,0.118257201093724,-1.2255241e-06,0.0077721537,-0.0987854,0.10977173,26.26881392861306,-0.7901704237581948
audio-only,speech,sad,strong,Kids are talking by the door,2nd,17,M,1,2,48000,2,3704,177778.0,-35.31427238781313,8317,-23.54669,133.57245,-708.80853,217.53442,4575.440965752447,3054.2228825808024,434.9609435302497,11152.61943531229,-1.2865227918766269,0.4376161444944158,0.6207618,0.30092958,0.004836002,1.0,-0.9761731376099584,-0.4756365590823395,3.60176e-05,0.01717099,-0.27371216,0.27697754,44.29702372693608,-0.1621226806423867
audio-only,speech,happy,strong,Kids are talking by the door,2nd,07,M,1,2,48000,2,4037,193793.0,-30.930005079567504,17037,-21.84799,110.79194,-667.1299,169.7554,4326.168010607005,2044.4428415962057,1178.736449305282,9911.11310266236,-0.9342152338393408,0.5277311910706209,0.5120552,0.3175027,0.00074386894,1.0,-1.2677003404641851,-0.0159175964089968,1.4307718e-05,0.028430136,-0.22384644,0.2149353,9.272077206927175,-0.0294368620795866
audio-only,song,fearful,normal,Kids are talking by the door,2nd,13,M,1,2,48000,2,4171,200200.0,-44.37569489396373,10428,-28.64216,156.63834,-853.866,200.98807,5606.047682029573,3922.87553945059,901.2897890621274,11594.739887686985,-1.7248649421893167,0.1577663101629099,0.5036358,0.32705066,0.00051129516,1.0,-1.3545070602516711,-0.0271530879755606,9.1628954e-07,0.006060169,-0.04537964,0.03793335,5.826632020719448,-0.3874887647345979
audio-only,song,angry,normal,Kids are talking by the door,1st,07,M,1,2,48000,2,4471,214614.0,-36.10665139695803,9619,-24.664667,127.28848,-696.4923,203.10924,4867.032136238718,3651.003994946206,0.0,12014.941482269933,-1.0798093169978509,0.6032489786518824,0.47242558,0.3314548,0.0,1.0,-1.3410483723227662,0.120142005323194,-0.00012289961,0.015681308,-0.1956482,0.24960327,20.81081113099357,0.385817637368776
audio-only,song,fearful,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4238,203403.0,-46.84527333094888,10667,-31.467545,159.87827,-881.853,202.99142,5111.913541355297,3254.4822730891374,0.0,12038.128003435842,-1.3206192321567174,0.3190074439131003,0.4527951,0.31261578,0.0,1.0,-1.120979054814238,0.3245729129714925,-1.1029076e-06,0.004548786,-0.04397583,0.040740967,9.687255252603563,-0.6933248897528402
audio-only,song,angry,normal,Kids are talking by the door,1st,13,M,1,2,48000,2,4137,198598.0,-38.39907426268287,11056,-26.888494,139.10655,-776.6363,215.1994,5386.341407041524,3900.4682592895656,898.1200119829272,12000.206586869808,-1.5864438192418011,0.3611126273491899,0.50676733,0.33918813,0.0018222085,1.0,-1.4579513640479869,-0.0475153431943348,1.0790209e-05,0.012047,-0.08267212,0.091552734,6.350722594973821,-0.0329232425893064
audio-only,speech,happy,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3604,172973.0,-34.363647882580025,10676,-27.116982,133.29453,-754.442,211.89958,5778.734066004282,3727.684700096968,1150.318571007711,11973.86115954799,-1.6051314872803124,0.2701046505647794,0.5173519,0.3401081,0.0015396297,1.0,-1.4606679642299392,-0.086616716329136,-6.786546e-06,0.01915292,-0.1270752,0.1618042,8.753025254321617,0.1011238122353444
audio-only,song,angry,normal,Kids are talking by the door,1st,12,F,1,2,48000,2,4605,221021.0,-31.01438027812177,16343,-28.522842,117.078575,-643.64685,175.78047,4475.981666055117,3098.842781417357,0.0,12016.104744580303,-0.9896769000345036,0.5082668944398746,0.35163835,0.33981997,0.0,1.0,-0.9769776050404264,0.6231806557095608,5.5181863e-06,0.02813938,-0.33215332,0.30810547,17.871017125613,0.2456623180689496
audio-only,song,fearful,normal,Kids are talking by the door,2nd,06,F,1,2,48000,2,4671,224224.0,-45.20354859712824,16499,-37.723656,155.29372,-882.1124,159.21786,5467.189181036823,3511.3931694966245,1207.4060831329648,12007.563384524075,-1.36878309049154,0.3921831732261328,0.40676957,0.35410446,5.9960603e-05,1.0,-1.368055606598175,0.3081738079241345,1.3868904e-06,0.0054967236,-0.039855957,0.04348755,6.123229812431532,-0.3058334817335665
audio-only,speech,happy,strong,Kids are talking by the door,2nd,12,F,1,2,48000,2,4137,198598.0,-28.689257760976613,9844,-23.81619,116.1182,-636.8685,190.72891,5579.317235792732,3755.9919364687626,0.0,12301.035932739744,-1.104428083888053,0.522316430637747,0.518645,0.35625416,0.0,1.0,-1.5029045864129384,-0.1540997115888629,3.7723241e-06,0.03678407,-0.35742188,0.4223938,18.03249260554084,-0.2901804882660724
audio-only,speech,happy,strong,Kids are talking by the door,2nd,06,F,1,2,48000,2,3470,166566.0,-27.75394838253489,18262,-27.386084,112.50995,-654.7529,160.7804,5795.69421307735,2949.3595060028942,1831.774087250693,11466.909352477274,-1.208029419676055,0.3745257781788993,0.41526374,0.33485463,0.0005294836,1.0,-1.2400184653530926,0.3810948507668331,2.2630857e-06,0.040954877,-0.30148315,0.3232422,10.670113555053833,0.0789477569044986
audio-only,song,angry,normal,Kids are talking by the door,1st,06,F,1,2,48000,2,4137,198598.0,-38.42114769168582,15931,-33.753273,136.43912,-751.92957,169.53271,4979.522770678428,3405.5354047420064,0.0,12000.000017462298,-1.285484990416661,0.3771294897930605,0.39739418,0.34857854,0.0,1.0,-1.280192508982838,0.3942281057662275,5.736318e-07,0.011996504,-0.09811401,0.098846436,10.306503583922645,0.2517149108719821
audio-only,song,fearful,normal,Kids are talking by the door,2nd,12,F,1,2,48000,2,3737,179379.0,,9659,-25.90142,112.09336,-641.92346,166.27191,3281.833968511107,1947.085638115809,694.5564553002974,10842.26171192596,1.004649540954592,1.200293570645926,0.39839184,0.37332973,0.00022337327,1.0,-1.4011989470808768,0.4365281093417162,0.00011039351,0.032792035,-0.22473145,0.18078613,5.836620382370983,0.0834059322188884
audio-only,,calm,normal,Kids are talking by the door,1st,16,F,1,2,48000,2,5172,248248.0,-35.82348130717857,15235,-33.057926,132.46515,-739.9699,153.1341,4140.453808347165,3078.875962781985,0.0,11998.885447587782,-0.6895821503985244,0.6988327395580983,0.325288,0.3512138,0.0,1.0,-0.9922746183453492,0.696104142832142,5.1592024e-06,0.016181685,-0.09420776,0.107177734,4.91449830606603,-0.260498715208116
audio-only,song,neutral,normal,Kids are talking by the door,2nd,02,F,1,2,48000,2,5105,245045.0,-33.984172699358695,11977,-32.75507,130.51418,-730.57025,187.77689,5073.344960598884,3789.2139630956417,0.0,12011.112098736465,-1.293192194371854,0.5653083435092047,0.39451498,0.36155558,0.0,1.0,-1.3775246581823548,0.3953439563451033,9.214616e-07,0.019994155,-0.14776611,0.16183472,9.242962619371754,0.5101538532406225
audio-only,speech,sad,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,3804,182583.0,-44.68833135423981,12767,-32.937416,150.61446,-823.02747,231.4216,4252.70905553477,3660.6579297602448,0.0,12252.440981576296,-0.929587660905718,0.5285632734156853,0.35110477,0.34464878,0.0,1.0,-1.0151997026251915,0.6177723061182904,-1.9371942e-07,0.005839721,-0.05505371,0.054779053,10.901109682862998,0.0904482522194001
audio-only,speech,disgust,strong,Kids are talking by the door,1st,,F,1,2,48000,2,4137,198598.0,,12523,-31.489727,140.22025,-779.6985,215.66098,4039.017104802026,3573.4538245057706,0.0,11981.025932543504,-1.0818985386075888,0.54895548453041,0.39181396,0.3524617,0.0,1.0,-1.3344585420873367,0.3490235098869368,1.263127e-07,0.00936776,-0.08828735,0.10101318,12.89963142474088,0.1094188768196559
audio-only,,sad,strong,Kids are talking by the door,2nd,02,F,1,2,48000,2,3770,180980.0,-47.141748857289365,10153,-34.79483,158.8841,-844.2617,216.27737,4967.766844541249,3962.789295970095,0.0,12076.617650113209,-1.3716441507314212,0.3103906308676498,0.4163469,0.3530329,0.0,1.0,-1.4056865086241637,0.2478667636064009,-3.541105e-08,0.0044017644,-0.05532837,0.05328369,27.19866034210919,-0.0445866184058997
audio-only,speech,disgust,strong,Kids are talking by the door,1st,16,F,1,2,48000,2,4271,205004.0,-42.28098788356348,15744,-30.405516,141.82285,-776.4072,218.72714,5859.785508934552,3472.4422638682613,0.0,12002.228407606026,-1.2495266494220667,0.0967730407164413,0.50009066,0.32126042,0.0,1.0,-1.2533671333478416,0.0141927622449072,-9.2741857e-07,0.0077160676,-0.06942749,0.07171631,13.746478122516976,-0.0587859752534003
audio-only,song,calm,normal,Kids are talking by the door,1st,,F,1,2,48000,2,5706,273873.0,-36.59416392714908,12125,-34.31201,137.14581,-763.13495,175.86935,4193.315665535133,3857.881234032636,0.0,12054.814975117151,-0.7111905864838488,0.9242177720935312,0.3439287,0.36803788,0.0,1.0,-1.225080454034604,0.601423313121772,1.1905146e-06,0.014818235,-0.10083008,0.10559082,5.972704761499104,0.3423657159571676
audio-only,song,neutral,normal,Kids are talking by the door,2nd,16,F,1,2,48000,2,4571,219420.0,,11377,-34.771786,142.43536,-769.9029,179.49863,4468.378460430673,3507.205809073013,0.0,13044.989664244267,-1.2508363410399173,0.4482134578807646,0.33058265,0.35259482,0.0,1.0,-1.0682276076940305,0.6349374503652991,-9.285177e-07,0.011411181,-0.063323975,0.07067871,4.84192082396629,-0.1755181599052969
audio-only,,calm,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,6006,288288.0,-36.66609717171772,16121,-34.581444,134.83058,-765.8221,162.7818,3669.6207631685697,3027.50399867678,0.0,10714.097403612584,-0.5958460210425778,0.8757902577263768,0.30650723,0.34819034,0.0,1.0,-0.8465347204144753,0.787821062731685,1.0410072e-06,0.014702082,-0.077423096,0.08126831,3.4833557837317333,0.1692637802410156
audio-only,speech,sad,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3770,180981.0,,9489,-34.50088,157.95181,-830.19244,193.19574,5109.181290729467,4251.661968329629,0.0,12138.28582880998,-1.5785036001446204,0.2880698189795425,0.41500384,0.35759926,0.0,1.0,-1.4414860343888067,0.2356084652158343,-1.9644592e-06,0.005474831,-0.068847656,0.07022095,30.688932899899264,0.5216053425935016
audio-only,speech,disgust,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3470,166566.0,-41.42810278083282,10574,-32.749275,149.85414,-795.92395,219.78809,4713.74088789459,4274.233866010174,0.0,14370.64506452998,-1.5030409127897826,0.3696031741934493,0.3989972,0.36250114,0.0,1.0,-1.4058826329306464,0.3284424870085198,-1.3154919e-07,0.00848864,-0.06506348,0.08078003,9.480995840026852,0.0600940782171575
audio-only,speech,sad,normal,Dogs are sitting by the door,2nd,16,F,1,2,48000,2,3504,168168.0,-46.17248117855736,10103,-34.473354,159.20482,-833.94965,225.40338,4254.350339049286,4020.734779426408,0.0,12037.439212849633,-1.483377006977927,0.4277661227487709,0.3538098,0.3565966,0.0,1.0,-1.2631202861768294,0.5138128187540062,9.872011e-08,0.004925257,-0.038360596,0.03527832,7.492136780541292,-0.0041319406298718
audio-only,speech,disgust,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3871,185786.0,,11771,-31.91533,148.81847,-813.2516,227.08551,4106.76527108154,3912.787569959674,0.0,12196.708124717588,-1.2045922647676215,0.6091655368084985,0.38933295,0.35424298,0.0,1.0,-1.3416680992277317,0.3654530363881507,6.5704797e-09,0.008056907,-0.06109619,0.06774902,10.846400076196185,0.1112379088997651
audio-only,song,calm,strong,Dogs are sitting by the door,1st,16,F,1,2,48000,2,5205,249850.0,,16593,-32.432858,133.00238,-741.93335,160.82481,5335.029761770266,3717.7877958299287,0.0,12046.005017813484,-1.4609436024241704,0.3721618819410968,0.38033214,0.36546835,0.0,1.0,-1.3550105330691875,0.4232093544360829,-1.958084e-06,0.017222011,-0.09475708,0.09866333,4.429415800135283,-0.1324125938131225
audio-only,song,angry,strong,Dogs are sitting by the door,1st,06,F,1,2,48000,2,4471,214614.0,-24.75223203915341,18313,-25.621647,100.41192,-607.68933,171.77853,4024.124828695782,2201.926407863066,898.1559709094622,12063.937803733468,2.2643114810973826,1.4642282506442554,0.44227546,0.3719549,0.0004827125,1.0,-1.5236126289167446,0.2936446679091083,-4.8409725e-06,0.057865527,-0.34240723,0.42318726,5.391529088910074,0.2660883655868672
audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,12,F,1,2,48000,2,4338,208208.0,-23.84808398956033,11863,-25.329817,102.26808,-578.5649,164.25613,4663.908505153289,4080.1684580400456,0.0,12169.767522598888,-0.7932580387896122,0.913296898416106,0.44670567,0.3919277,0.0,1.0,-1.669602914053932,0.1572567139568241,-3.8709517e-05,0.06421225,-0.52316284,0.5605774,9.22341624485226,0.3142681129626339
audio-only,speech,happy,normal,Dogs are sitting by the door,2nd,06,F,1,2,48000,2,3437,164965.0,,15248,-33.949295,144.85823,-773.7334,201.63565,5904.386038352031,3508.405217013499,1282.3021494537156,11988.054764593187,-1.5218603588839386,0.1241150205384576,0.46945086,0.34332368,0.00048695554,1.0,-1.4804847184456202,0.1348957319605624,-2.5936194e-07,0.008459808,-0.07922363,0.10925293,24.8850481119775,0.5721507646484146
audio-only,speech,happy,normal,Dogs are sitting by the door,2nd,12,F,1,2,48000,2,3737,179380.0,,16035,-31.333872,142.51576,-794.4411,212.58585,5487.165572858279,3435.05560461814,0.0,11938.544249048677,-1.3167438760417631,0.1992833898211389,0.46286428,0.3235313,0.0,1.0,-1.2729098685482532,0.182481059121096,-5.9612887e-07,0.0116765285,-0.08203125,0.09686279,8.35893216312449,-0.0973765975163847
audio-only,song,angry,strong,Dogs are sitting by the door,1st,12,F,1,2,48000,2,4471,214614.0,-24.48606346455664,13029,-26.085878,107.336426,-599.7421,180.72903,4130.63681023601,3541.823378243627,0.0,12135.377401633876,0.2346344855893436,1.1850522905049736,0.4237171,0.38505206,0.0,1.0,-1.5751259590089648,0.2765257360334179,1.3148862e-05,0.059681423,-0.42599487,0.48156738,7.722397219755388,0.253658632541232
audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,06,F,1,2,48000,2,4204,201802.0,-28.461604706611944,19898,-28.11345,109.353516,-646.42804,173.49289,5001.678576926253,2847.097514307262,1310.812761041234,10986.570869742376,-1.2364443299299868,0.4671581869068348,0.40451327,0.34250957,0.00015524731,1.0,-1.265817093006076,0.3786947398242044,-4.080665e-06,0.037752397,-0.24423218,0.28808594,6.322517698272286,0.215945643279487
audio-only,song,calm,normal,Dogs are sitting by the door,1st,22,F,1,2,48000,2,5172,248248.0,-34.789512076606975,17517,-32.90691,126.40218,-752.61566,144.43253,5269.518358734696,3243.562750768472,1030.6724816439412,12189.22446622051,-0.8970979776773329,0.7851586899479176,0.37567192,0.36102408,4.9992737e-05,1.0,-1.3008394623448194,0.472873763178359,-7.0661207e-07,0.018236117,-0.09283447,0.0975647,3.575798471229209,0.1524488545038731
audio-only,speech,sad,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3837,184184.0,-42.28098788356348,13023,-32.412937,146.97192,-806.5728,192.94849,6097.278622078562,3550.454196292262,883.6548404949251,11917.778047406528,-1.5675408362040772,0.0263406730189309,0.5062432,0.3264583,0.001369167,1.0,-1.3303586886396526,-0.0490677975687567,3.1481235e-08,0.0077125104,-0.05355835,0.053863525,7.998757769123886,-0.0729181187029991
audio-only,speech,disgust,strong,Dogs are sitting by the door,1st,22,F,1,2,48000,2,4204,201802.0,-38.11711051468996,16426,-31.50794,139.974,-780.60706,222.82932,6185.61140013944,3574.664185287581,1056.2529444472823,12066.31178167322,-1.5233396125948644,-0.0124581859158896,0.4821119,0.32654434,0.0009082362,1.0,-1.344508252488128,0.0951805366206242,-3.5235505e-08,0.012442314,-0.09246826,0.10202026,9.036255093298012,0.0841010485125445
audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,22,F,1,2,48000,2,4771,229029.0,,17397,-33.360863,124.55369,-741.06256,137.51534,5590.028099645154,3193.08121668486,1266.7422422302989,11986.844447218587,-1.2360943159818722,0.5188772347388714,0.39981088,0.3574917,5.4139782e-05,1.0,-1.3752381723959282,0.3368795212558864,1.5657932e-06,0.022202853,-0.111968994,0.11730957,3.341434277086284,0.3617102379219994
audio-only,speech,disgust,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3704,177777.0,-41.58574575837924,12303,-31.006262,140.63962,-754.07446,198.7612,6062.49688926072,3604.203158046147,984.2246253056874,12016.897196039508,-1.4537908867194245,0.1203211681888162,0.5169691,0.3162614,0.005946885,1.0,-1.3383979217512738,0.0021392198354898,-3.158583e-08,0.008339498,-0.114349365,0.09963989,25.90319146091333,-0.3641030889216234
audio-only,,sad,normal,Kids are talking by the door,2nd,22,F,1,2,48000,2,3704,177778.0,,10837,-32.730198,150.3383,-816.0061,190.82965,6130.218208253091,3654.399063960506,1145.8810015777124,12137.32989442724,-1.449983201660526,0.2705531225319538,0.49364907,0.33607,0.00091167004,1.0,-1.4293021319735102,0.0497560486947249,-5.958359e-07,0.0056004645,-0.055786133,0.040985107,12.281967397068588,-0.6737312260105082
audio-only,song,calm,strong,Kids are talking by the door,1st,22,F,1,2,48000,2,5372,257857.0,,13991,-33.82648,132.56415,-766.4754,147.18967,4904.224721169291,3532.443316714834,0.0,12192.909692191592,-0.8483426002224923,0.7999618498138477,0.3698027,0.35871103,0.0,1.0,-1.2740820927737004,0.4895592997460982,-6.482901e-06,0.013841866,-0.08282471,0.10095215,5.770726599390443,0.2970344744767896
audio-only,song,happy,normal,Dogs are sitting by the door,2nd,02,F,1,2,48000,2,4638,222622.0,-33.49433400695822,12435,-33.94827,132.2426,-736.50415,180.94987,4425.329408887324,3684.186739562659,0.0,12027.978408233876,-1.1563615643666132,0.6035556549639612,0.3765821,0.36454132,0.0,1.0,-1.3385062261259646,0.457830792256074,6.701963e-07,0.021161765,-0.14022827,0.18869019,6.989701843569241,0.1755386333302986
audio-only,speech,surprised,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3971,190590.0,-45.10757093949286,14637,-33.571217,151.77496,-828.2005,190.31958,6152.884770466657,3794.242741200137,0.0,12254.982844565064,-1.400071324814829,-0.0948607325981087,0.48368475,0.34526682,0.0,1.0,-1.397028971057927,-0.0391675558591746,1.0146906e-06,0.005558937,-0.04336548,0.048675537,9.299186547522847,0.1631006383415537
audio-only,speech,fearful,strong,Dogs are sitting by the door,2nd,16,F,1,2,48000,2,3504,168168.0,,18661,-24.28756,100.32305,-583.7782,171.31662,5417.224557585246,3047.089222129054,0.0,12211.637103245796,-0.9743158615294768,0.1469903353802603,0.40799615,0.3389328,0.0,1.0,-1.2310254613866285,0.4174677666980738,-3.5495685e-07,0.0699575,-0.73028564,0.743103,17.257123292961815,0.0297219967674074
audio-only,speech,angry,strong,Dogs are sitting by the door,1st,02,F,1,2,48000,2,4004,192192.0,-21.926412544354843,16689,-26.555855,103.295105,-576.84045,183.8802,6159.485937159706,3773.3154749198034,0.0,12037.14673488318,-1.5091329843040595,0.0782285740102959,0.47802356,0.33263147,0.0,1.0,-1.3187262425215414,0.0544205287414542,1.4195552e-07,0.08012896,-0.72753906,0.9988098,14.202220848369429,0.5228276707635726
audio-only,speech,fearful,strong,Dogs are sitting by the door,2nd,02,F,1,2,48000,2,3604,172973.0,-30.83720623064922,18764,-28.596573,115.45261,-641.3431,171.4676,5925.506034380518,3095.150695569613,0.0,12026.66957339744,-1.13495964595403,0.202413545006908,0.42890584,0.3382341,0.0,1.0,-1.271956837074074,0.3017846211052443,2.8563971e-07,0.02872018,-0.3098755,0.3352661,20.16249413555041,0.2629203257018243
audio-only,speech,angry,strong,Dogs are sitting by the door,1st,16,F,1,2,48000,2,3804,182582.0,,16437,-25.552584,106.876305,-596.73785,185.79834,5280.93336323479,3755.656878610296,0.0,12005.323079023585,-1.3219482091032206,0.2113994782087496,0.4356955,0.35442057,0.0,1.0,-1.4286619867820758,0.1792513155395284,3.6888792e-07,0.069772966,-0.85165405,0.7947693,17.49967431863117,0.2222902132079015
audio-only,song,happy,normal,Dogs are sitting by the door,2nd,16,F,1,2,48000,2,4605,221021.0,-35.07044193078378,15059,-32.78098,132.37634,-732.40045,162.87387,4684.275880515317,3465.2330877767927,0.0,12003.160731440184,-1.3969776678941652,0.377493298523085,0.3493101,0.35441157,0.0,1.0,-1.1708036040788807,0.5694837729310357,-4.588248e-07,0.017645437,-0.100616455,0.09512329,4.013707649572281,-0.1773635740903184
audio-only,song,sad,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,5138,246646.0,,17417,-38.109444,154.48975,-883.5483,154.34676,4825.199633771356,3405.4767491170114,0.0,12000.378843963515,-1.2724138660998288,0.5204112862588453,0.34945387,0.35178986,0.0,1.0,-1.0910607092183484,0.6083721684689607,-2.1117046e-06,0.0057620243,-0.035339355,0.027770996,4.581102299355462,-0.6336052044934705
audio-only,speech,calm,strong,Dogs are sitting by the door,1st,06,F,1,2,48000,2,4338,208208.0,,13651,-36.38362,165.1903,-931.015,176.79475,5658.100275849743,3442.662171371488,1323.5338321195618,12066.56047566534,-1.201237959817291,0.3791874552215533,0.45274758,0.32757795,0.0007702845,1.0,-1.2782038985338635,0.2616777351410296,-9.782252e-07,0.0025555857,-0.021606445,0.017120361,10.161556988531183,-0.7075466581181147
audio-only,speech,calm,strong,Dogs are sitting by the door,1st,12,F,1,2,48000,2,3737,179380.0,-46.17248117855736,17473,-33.571762,159.12286,-882.40497,198.1974,6432.982507330291,3647.593939359068,1040.0257017208182,12786.118005149892,-1.5540164283968183,-0.2062480730734051,0.48740438,0.32253996,0.00074369146,1.0,-1.277627051360597,0.0512357146015896,-1.5098868e-06,0.004923962,-0.041931152,0.03164673,8.266654712211462,-0.8299780955705283
audio-only,song,sad,normal,Dogs are sitting by the door,2nd,12,F,1,2,48000,2,4471,214614.0,-31.47877004650629,15421,-31.624193,125.535286,-709.0429,194.72284,4104.111363817287,3199.6012686586846,0.0,12000.000033527613,-0.4006660958900974,0.9099451608156458,0.41336215,0.36976147,0.0,1.0,-1.4376352748290289,0.3418993583846805,-1.44403e-05,0.026678368,-0.16885376,0.20959473,8.224908605653537,0.1654864656260792
